hvrecid,permitno,nocatch,nohrvrpt,harvdate,location,pots,soaktime,shrimp,keyid,keydate,year,comments,mailing,stat_area,,
f47e9337-499a-46e3-9904-4723f5fa7c2f,205498,0,0,6/3/2023,Knight Passage,3,8,3,ADFG WEB,9/29/2023,2023,NULL,0,NULL,,
26675d39-83e6-42c5-9772-72a8ec250525,130935,0,0,6/2/2023,Cochran bay,2,36,2,ADFG WEB,10/18/2023,2023,NULL,1,NULL,,
e5a2bdc4-1986-4119-abc2-74c0a2cfade6,26680,0,0,4/28/2023,Allison Point inside Port of Valdez,2,48,0.5,ADFG WEB,9/26/2023,2023,NULL,0,NULL,,
435c97be-e442-44a1-b68f-fefe967f2f93,175816,0,0,5/15/2023,Colombia bay,3,12,2,ADFG WEB,9/18/2023,2023,NULL,0,NULL,,
cface19a-de2d-4cf8-b838-2a472a8dc0c2,92652,0,0,5/10/2023,Port Valdez,2,48,2.5,ADFG WEB,9/25/2023,2023,NULL,0,NULL,,
1184b295-65fa-4098-9043-82864c7b9458,101090,0,0,5/28/2023,cochraine bay,2,4,1,ADFG WEB,9/28/2023,2023,NULL,0,NULL,,
48b46434-ce9d-48ba-8921-4878c69dc677,93997,0,0,4/30/2023,Port valdez,2,24,1,ADFG WEB,9/29/2023,2023,NULL,0,NULL,,
b5a1d697-a887-4009-98f7-47418a8bf08e,313371,0,0,6/18/2023,Cochrane bay,2,12,3,ADFG WEB,9/16/2023,2023,NULL,0,NULL,,
acf89aca-a79f-4fda-a18a-5491481072bb,197944,0,0,5/21/2023,Cochrane Bay,2,14,1,ADFG WEB,10/3/2023,2023,NULL,0,NULL,,
9da95877-b983-4fb3-a020-c50644ba0f3f,126625,0,0,5/28/2023,Ester passage,3,6,0.5,ADFG WEB,10/4/2023,2023,NULL,0,NULL,,
9c9390ca-8db3-4ccc-a72b-3e121b219da8,218252,0,0,7/23/2023,wells bay,3,8,0.5,ADFG WEB,10/3/2023,2023,NULL,0,NULL,,
0b39bc31-e3cd-49e8-9558-855a77e48bef,322571,0,0,6/29/2023,Valdez Narrows by waterfalls,2,120,2,ADFG WEB,9/29/2023,2023,NULL,0,NULL,,
f15e0c24-75e5-465b-8780-848ddf387dd5,22471,0,0,7/7/2023,Derrickson Bay,3,24,2,ADFG WEB,10/1/2023,2023,NULL,0,NULL,,
74a4bdfd-e436-4ea2-8904-64382bd009f6,73107,0,0,4/25/2023,Cochrane,2,24,3.5,ADFG WEB,11/7/2023,2023,NULL,2,NULL,,
b64b60fd-1f91-4b8c-83e1-cd2d1cafd1db,78443,0,0,8/8/2023,Valdez,2,48,1.5,ADFG WEB,10/13/2023,2023,NULL,0,NULL,,
eba2b9f2-8bdf-462e-ad38-0e76bdfcd686,12571,0,0,6/10/2023,PASSAGE CANAL logging camp  bay,2,99,1.5,ADFG WEB,9/11/2023,2023,NULL,0,NULL,,
cdf33dab-bbcc-4348-bf36-ac802bfaa1e5,207053,0,0,8/5/2023,Nellie Juan,3,14,1.5,ADFG WEB,8/14/2023,2023,NULL,0,NULL,,
7c933b9a-8390-49d0-b85f-2b872ac2fab5,216962,0,0,6/13/2023,Passage Canal,2,72,2,ADFG WEB,9/19/2023,2023,NULL,0,NULL,,
ca1f6774-2d68-404b-85f5-495a0438da12,22689,0,0,8/6/2023,Pigot Bay,2,14,2,ADFG WEB,10/15/2023,2023,NULL,1,NULL,,
ca2cc7a9-c668-4a4b-b6e7-274ba7b1819c,59026,0,0,4/16/2023,cedar bay,3,24,3.5,ADFG WEB,10/11/2023,2023,NULL,0,NULL,,
efe9b88c-1296-448d-8348-18b9f7104791,300271,0,0,6/23/2023,Cochrane Bay,2,12,1,ADFG WEB,9/26/2023,2023,NULL,0,NULL,,
621673c5-7a83-46d5-a8af-2d5746e17253,171553,0,0,7/9/2023,Passage Canal,2,72,2.5,ADFG WEB,10/13/2023,2023,NULL,0,NULL,,
ec688658-a193-4771-a591-6bc408c04cf5,232771,0,0,7/25/2023,Cochrane bay,2,16,1,ADFG WEB,10/13/2023,2023,NULL,0,NULL,,
353b9672-5871-4b8d-b208-90b00c0d1386,7480,0,0,4/26/2023,Passage Canal,2,24,2,ADFG WEB,9/21/2023,2023,NULL,0,NULL,,
336eeeaf-05d0-4bcd-a9d8-c98618ffed61,69807,0,0,4/27/2023,Port Valdez,2,24,1,ADFG WEB,9/15/2023,2023,NULL,0,NULL,,
9d8bfa87-3089-4a60-b364-9ee35589a1e5,216962,0,0,7/1/2023,Suprise Cove,2,48,1,ADFG WEB,9/19/2023,2023,NULL,0,NULL,,
cf74bee0-b801-4382-9ab5-f54a7aa7905d,45571,0,0,5/11/2023,Harrison,2,12,3,ADFG WEB,9/26/2023,2023,NULL,0,NULL,,
ad96ca14-193a-467c-aac0-b37761476911,45680,0,0,5/27/2023,Deep water bay,2,24,0.1,ADFG WEB,9/27/2023,2023,NULL,0,NULL,,
174eed69-b103-4893-85e3-5e58e027d5f4,321944,0,0,8/8/2023,Blue Fjord,3,12,1.5,ADFG WEB,8/16/2023,2023,NULL,0,NULL,,
1c35eda4-658c-4ed4-bfd1-14ea97333b13,311298,0,0,7/8/2023,Cochrane bay,2,12,1,ADFG WEB,9/17/2023,2023,NULL,0,NULL,,
9d6a58e6-5d02-41ce-a40c-c465ea58a8af,48852,0,0,5/6/2023,Unakwik Inlet,3,20,1,ADFG WEB,10/2/2023,2023,NULL,0,NULL,,
07c68684-7176-47a3-9866-17ac71605da7,232580,0,0,5/27/2023,Port of Valdez,2,12,1,ADFG WEB,6/8/2023,2023,NULL,0,NULL,,
9871ae75-ef8a-4fb6-b53d-03e884bc34ef,17580,0,0,4/21/2023,Outside Paulson Bay,2,6,2,ADFG WEB,9/20/2023,2023,NULL,0,NULL,,
c20afa34-70af-43ff-bb5b-14bffc7352ee,83879,0,0,5/7/2023,Perry Island,2,5,0.1,ADFG WEB,9/26/2023,2023,NULL,0,NULL,,
e3b6637d-1a38-4bba-8756-79c9bb965aa8,157189,0,0,8/5/2023,Port wells,2,24,0.25,ADFG WEB,9/30/2023,2023,NULL,0,NULL,,
b4ef9d1f-de71-4fc2-8992-ce871b76d5cc,170735,0,0,7/2/2023,Culross Passage,2,16,3,ADFG WEB,9/27/2023,2023,NULL,0,NULL,,
82d25835-2dea-4c9b-b201-4d0a5223af1f,45462,0,0,5/21/2023,PORT VALDEZ,2,96,4,ADFG WEB,9/11/2023,2023,NULL,0,NULL,,
f2c691f2-172f-45ef-9539-f11d24d410b7,45462,0,0,8/25/2023,PORT VALDEZ,2,72,1,ADFG WEB,9/11/2023,2023,NULL,0,NULL,,
cf800775-ae25-41ae-8c44-e183bb2643db,156698,0,0,5/31/2023,Dickerson Bay,3,8,2,ADFG WEB,8/13/2023,2023,NULL,0,NULL,,
e2fd7092-77ac-45ca-93ae-5da4650dc80f,24843,0,0,9/3/2023,Cochrane Bay,2,12,0.5,ADFG WEB,9/21/2023,2023,NULL,0,NULL,,
7ebcaee3-1c34-4f49-a052-b6c1aba4b060,93997,0,0,5/2/2023,Port Valdez,2,24,1,ADFG WEB,9/29/2023,2023,NULL,0,NULL,,
f1c1111a-5113-4f4c-a702-af23c548335e,106689,0,0,7/4/2023,Culross passage,2,24,0.25,ADFG WEB,10/15/2023,2023,NULL,1,NULL,,
db794f1e-f83d-481a-8c44-5c3f36cc58cf,216962,0,0,6/2/2023,Port Wells,2,48,1.5,ADFG WEB,9/19/2023,2023,NULL,0,NULL,,
35fa0937-85aa-42d7-9ff4-fe2d77a75daa,36798,1,0,7/21/2023,Foul Bay,3,17,0,ADFG WEB,10/14/2023,2023,NULL,0,NULL,,
827b1e14-ca47-4905-97d8-ab6be8ce9774,1290,0,0,5/13/2023,Port Wells,2,24,2,ADFG WEB,9/29/2023,2023,NULL,0,NULL,,
b9a98db9-47f6-4285-8d54-43e01e17df70,127116,0,0,7/11/2023,Mineral Creek,2,48,1.5,ADFG WEB,10/12/2023,2023,NULL,0,NULL,,
9d95b3ca-0e72-427c-a33a-ca1d09813bbf,48852,0,0,4/22/2023,Wells Passage,2,24,0.1,ADFG WEB,10/2/2023,2023,NULL,0,NULL,,
84f62102-5c0d-4183-9c65-617c9753a8ab,120862,0,0,6/27/2023,Port Valdez,2,95,2.5,ADFG WEB,10/10/2023,2023,NULL,0,NULL,,
16e9c37a-6143-492b-baf6-190006540530,186134,0,0,6/9/2023,black stone bay,2,99,2,ADFG WEB,9/28/2023,2023,NULL,0,NULL,,
8568f9a2-7aed-4ae4-aff6-246ee32251b9,27371,0,0,4/16/2023,Port of Valdez,2,24,1,ADFG WEB,4/16/2023,2023,NULL,0,NULL,,
2eedd7dd-af71-4959-8cdc-b629a68e8d5e,9653,0,0,7/8/2023,Cochran bay,2,12,2.5,ADFG WEB,10/16/2023,2023,NULL,1,NULL,,
7e945e35-543d-4796-b10f-42e1bc3261d2,47062,0,0,5/20/2023,Passage Canal,2,48,2.5,ADFG WEB,9/26/2023,2023,NULL,0,NULL,,
d0b192f5-2bb1-4771-bbde-548a8b2385ca,113026,1,0,5/11/2023,McClure Bay,3,8,0,ADFG WEB,8/22/2023,2023,NULL,0,NULL,,
713b5d91-73f3-4169-ba8f-4ad7811b690a,35562,1,0,5/26/2023,Blackstone,2,4,0,ADFG WEB,9/2/2023,2023,NULL,0,NULL,,
0330fa3f-ae90-4820-92ba-ec90ebafe2c1,30553,0,0,5/10/2023,Port of Valdez,2,48,4,ADFG WEB,10/10/2023,2023,NULL,0,NULL,,
8da6ebdc-b069-46c0-8f7a-fe9e0a03c94e,42271,0,0,4/16/2023,cochrane bay,2,12,1.5,ADFG WEB,9/30/2023,2023,NULL,0,NULL,,
db8a5822-4657-4fec-a817-a1189b544bf3,318834,1,0,7/2/2023,Passage Canal,2,8,0,ADFG WEB,9/26/2023,2023,NULL,0,NULL,,
b1fc87c7-23b2-4238-8d53-3f855fa4d620,36580,0,0,7/8/2023,McClure Bay,2,120,4,ADFG WEB,7/8/2023,2023,NULL,0,NULL,,
5ef47431-8a73-44ab-87f4-59203f32a79e,307616,0,0,8/2/2023,Port Valdez,2,240,2,ADFG WEB,10/10/2023,2023,NULL,0,NULL,,
5bbbc9db-00af-4286-a2fa-9b76f2d351d4,349570,1,0,9/3/2023,Valdez Narrows,2,20,0,ADFG WEB,9/14/2023,2023,NULL,0,NULL,,
fd0e0a88-fafb-4f6c-b571-7050a2202b78,272953,0,0,8/29/2023,Western Passage Canal,2,6,1.5,ADFG WEB,10/5/2023,2023,NULL,0,NULL,,
fd41f015-c203-4a77-be8e-ff7a3d0dfb78,319461,0,0,7/22/2023,Passage Canal,2,6,2,ADFG WEB,9/20/2023,2023,NULL,0,NULL,,
a299988a-a46a-4244-9531-b9c6e7818ee5,168825,0,0,7/10/2023,Outside Hidden Bay,1,9,1,ADFG WEB,7/11/2023,2023,NULL,0,NULL,,
f47407d0-6841-48fe-9193-d527350ee90b,18489,0,0,7/23/2023,Perry island north,2,8,1,ADFG WEB,10/21/2023,2023,NULL,1,NULL,,
d80a71cd-317f-4860-b685-0012d253c23f,218307,0,0,7/3/2023,Allison Point,2,24,1.08,ADFG WEB,9/1/2023,2023,NULL,0,NULL,,
0fecc5f8-4615-45af-a809-6c0777da146a,4608,0,0,9/2/2023,wells,2,48,2,ADFG WEB,10/6/2023,2023,NULL,0,NULL,,
a30ecb81-3000-487b-8fdc-d45c09675efc,276316,0,0,8/3/2023,Bettles Bay,2,36,1,ADFG WEB,9/8/2023,2023,NULL,0,NULL,,
337d806f-43a8-4439-a527-a591ebaf247a,22916,0,0,7/22/2023,logging camp,2,72,2,ADFG WEB,9/22/2023,2023,NULL,0,NULL,,
f07415ef-242b-46e8-9e0d-de5f416a474f,71171,0,0,4/16/2023,Unakwik (at moraine),3,3,5,ADFG WEB,9/25/2023,2023,NULL,0,NULL,,
a8723ff5-5d03-43b5-bd4c-170d54f68c41,67416,0,0,7/2/2023,East side perry island,1,15.5,1,ADFG WEB,9/10/2023,2023,NULL,0,NULL,,
af02dade-933a-4049-86e7-e784623eab06,138716,0,0,6/18/2023,Cochrane Bay,2,24,3,ADFG WEB,10/13/2023,2023,NULL,0,NULL,,
1622978b-cdef-4260-9bf6-b371ea9ca42e,65262,0,0,5/23/2023,Port Valdez,2,48,3,ADFG WEB,10/8/2023,2023,NULL,0,NULL,,
a42c2080-3d32-4544-9258-a3baeaf99175,127252,0,0,7/14/2023,Cochrane,2,48,4,ADFG WEB,9/28/2023,2023,NULL,0,NULL,,
bbf0e1bb-ca76-48e8-95f1-d82d6d68baeb,415625,0,0,8/19/2023,Cannery creek,2,24,1,ADFG WEB,9/25/2023,2023,NULL,0,NULL,,
bb45d771-248b-471d-ae0a-c850ad333dce,288025,0,0,7/28/2023,Middle Rock,2,5,0.25,ADFG WEB,10/6/2023,2023,NULL,0,NULL,,
cb5ae431-0442-4ea5-8f9b-26390b4514d6,175816,0,0,7/20/2023,Colombia bay,3,13,1,ADFG WEB,9/18/2023,2023,NULL,0,NULL,,
d18be7b8-a211-4ac8-91b0-9fa93617e8b4,108898,0,0,4/25/2023,Port Valdez,2,24,1,ADFG WEB,4/26/2023,2023,NULL,0,NULL,,
3a11075d-0d1d-426e-b84f-59ec12f06b37,70044,0,0,5/5/2023,Port Valdez,2,48,3,ADFG WEB,8/25/2023,2023,NULL,0,NULL,,
a1a87ebb-7ef3-4f82-8b5e-510ab9e47574,115044,0,0,6/17/2023,Blackstone Bay,2,12,2,ADFG WEB,10/14/2023,2023,NULL,0,NULL,,
f16b622d-8a36-413c-b967-7193ba8f3ad4,252153,0,0,7/7/2023,Blue Fiord,3,10,1.5,ADFG WEB,9/17/2023,2023,NULL,0,NULL,,
c462f458-7c7d-46dc-b9d8-57cc5f8af1e9,171935,0,0,9/2/2023,"Port Wells, outside of Ziegler Baty",2,24,0.25,ADFG WEB,9/15/2023,2023,NULL,0,NULL,,
df9f38f0-596f-4233-8a49-69529b18c663,172216,0,0,8/30/2023,1/2 mile outside Whitter harbor,1,4,1,ADFG WEB,9/2/2023,2023,NULL,0,NULL,,
f0100796-d9de-4dc1-a3b7-523f725b3bca,248743,0,0,6/2/2023,Mouth of hobo bay,2,12,0.3,ADFG WEB,6/2/2023,2023,NULL,0,NULL,,
2cc2393c-52bf-4745-a529-eabd77617726,73979,0,0,5/4/2023,port Valdez,2,24,1,ADFG WEB,10/5/2023,2023,NULL,0,NULL,,
970e27ba-278e-4ce2-b2e5-cce02275956a,66507,0,0,8/7/2023,Passage,2,24,1,ADFG WEB,9/16/2023,2023,NULL,0,NULL,,
2f318b7d-4bcc-4934-961a-c5cafaa09e47,20980,0,0,5/7/2023,Unakwik,3,12,3,ADFG WEB,10/1/2023,2023,NULL,0,NULL,,
5cb3ff87-e88d-40c5-8069-10524c240119,351535,0,0,8/15/2023,Long Passage,3,48,1,ADFG WEB,9/1/2023,2023,NULL,0,NULL,,
fd6a2959-dc09-499a-b0db-af4573b632cb,4335,0,0,9/13/2023,Black stone Bay,2,4,1,ADFG WEB,10/5/2023,2023,NULL,0,NULL,,
aa725ad6-850e-4a54-a1a8-9cdc783f10cc,319270,0,0,8/8/2023,Eaglik,3,12,0.01,ADFG WEB,10/13/2023,2023,NULL,0,NULL,,
23896a00-121f-4680-8777-891cbb17b506,280607,0,0,6/12/2023,ester island,2,14,0.2,ADFG WEB,8/27/2023,2023,NULL,0,NULL,,
f4a62f78-e780-454a-a491-168eeea99feb,345152,0,0,7/1/2023,Wells bay,3,24,2,ADFG WEB,10/9/2023,2023,NULL,0,NULL,,
efde0c11-c6e8-4d78-b1dd-97a193606e95,258434,0,0,6/10/2023,Port of Valdez,2,24,3,ADFG WEB,9/22/2023,2023,NULL,0,NULL,,
37c413a8-c57e-4d78-86e2-c9603e557be6,172698,0,0,6/22/2023,shammy bay,2,24,0.5,ADFG WEB,9/14/2023,2023,NULL,0,NULL,,
f5431636-e567-4f08-955d-37214828a22e,224425,0,0,6/17/2023,Main Bay,3,5,1,ADFG WEB,9/19/2023,2023,NULL,0,NULL,,
de46a916-ee1b-4072-b9e5-e77d1dc8926a,223762,0,0,6/4/2023,Mouth of Cedar Bay,3,8,0.75,ADFG WEB,10/7/2023,2023,NULL,0,NULL,,
9354b082-0b1f-4d12-8ec9-5eea449ae982,257580,0,0,6/19/2023,Deep Water,2,12,3,ADFG WEB,9/25/2023,2023,NULL,0,NULL,,
a43bd6ec-ae62-4fbc-870b-8224487dbda5,136316,0,0,5/6/2023,Port Valdez,2,24,1,ADFG WEB,10/7/2023,2023,NULL,0,NULL,,
c6e74436-1137-4bed-8130-4191fdb3d3ca,11008,0,0,6/8/2023,Port Valdez,2,48,3,ADFG WEB,9/11/2023,2023,NULL,0,NULL,,
42156074-ae34-4432-b2c4-5337dede532e,174062,0,0,9/3/2023,Bettles Bay,2,24,0.5,ADFG WEB,11/9/2023,2023,NULL,2,NULL,,
97914275-8609-42f7-b850-8d4e61072393,215225,1,0,6/10/2023,Perry Passage at W Point of W Twin Bay,2,24,0,ADFG WEB,9/9/2023,2023,NULL,0,NULL,,
c32fdcf5-820b-43db-ab79-c60622b4bf20,192462,0,0,7/9/2023,Cedar Bay,2,5,1,ADFG WEB,9/26/2023,2023,NULL,0,NULL,,
158b582d-74c6-489f-aaec-d26c32e31bbf,2299,0,0,6/30/2023,Main Bay,3,48,1,ADFG WEB,9/10/2023,2023,NULL,0,NULL,,
a4f3e945-c803-44bb-8b44-15340215a03f,12026,0,0,6/7/2023,Port of Valdez,2,24,1,ADFG WEB,9/1/2023,2023,NULL,0,NULL,,
14782287-19c4-4e39-89d4-5c162e053b9b,151653,0,0,5/25/2023,Valdez port,2,24,1,ADFG WEB,8/17/2023,2023,NULL,0,NULL,,
7ff55ed3-86c1-42ea-b315-c3ef7ebd4f80,149688,0,0,5/13/2023,Port Valdez,2,24,0.5,ADFG WEB,9/25/2023,2023,NULL,0,NULL,,
e2ca8968-0d44-410f-9e75-d66464928b0a,197407,0,0,7/15/2023,Black stone bay,2,24,1,ADFG WEB,9/23/2023,2023,NULL,0,NULL,,
645bc9e0-a2b9-4e20-8e02-dd50250ea0b8,264189,0,0,8/18/2023,Blackstone Bay,2,9.5,1,ADFG WEB,10/15/2023,2023,NULL,1,NULL,,
d0157bfe-7e8a-494e-ae4a-e61a865b8e7e,55798,0,0,5/7/2023,Port Valdez,2,24,0.5,ADFG WEB,10/8/2023,2023,NULL,0,NULL,,
d339e1fb-7b18-40bc-8d1c-ef04d4635afe,163362,0,0,7/2/2023,Head of jack bay,2,6,0.1,ADFG WEB,7/2/2023,2023,NULL,0,NULL,,
f71bbd1a-d31c-4fd5-9b11-b57de48421aa,82752,0,0,7/29/2023,Across from whittier harbor,2,48,1,ADFG WEB,9/25/2023,2023,NULL,0,NULL,,
3bb0c777-0b42-4de2-a1fb-129e9c157bdc,58198,0,0,5/2/2023,Port Valdez,2,72,0.5,ADFG WEB,9/6/2023,2023,NULL,0,NULL,,
2aae6f47-9021-48e4-b0e5-99db069ff3bf,144834,0,0,8/19/2023,Port of Valdez,2,24,0.5,ADFG WEB,10/14/2023,2023,NULL,0,NULL,,
d207a545-1fcd-4d29-a353-5d4588dcc73e,97225,0,0,5/1/2023,Shotgun,2,192,0.5,ADFG WEB,9/25/2023,2023,NULL,0,NULL,,
002a882c-25bc-49b6-bc8e-7aa38951f0ba,279534,0,0,6/17/2023,Culross,2,12,5,ADFG WEB,10/7/2023,2023,NULL,0,NULL,,
6b65d6e5-d426-4573-97cf-a89ad80995b9,41253,0,0,5/8/2023,Allison Point,2,20,0.5,ADFG WEB,8/7/2023,2023,NULL,0,NULL,,
b821147e-7197-475c-9ca8-e486c63f012b,293862,0,0,7/2/2023,Valdez Bay,2,12,0.25,ADFG WEB,9/6/2023,2023,NULL,0,NULL,,
bf42189d-a160-4d83-b0f7-4a952bc29bbd,138852,0,0,7/7/2023,Logging camp bay,2,48,0.25,ADFG WEB,9/26/2023,2023,NULL,0,NULL,,
0c7fedba-3be4-46ea-bf3e-f6d4a4e7fe4d,17689,0,0,5/5/2023,heather bay,3,48,1.5,ADFG WEB,10/10/2023,2023,NULL,0,NULL,,
1f238217-fe87-4c82-b82a-5324c886db6f,49235,0,0,4/15/2023,Whittier bay,2,4,0.5,ADFG WEB,11/7/2023,2023,NULL,2,NULL,,
c5427f8c-e599-4212-a302-e2c4f9758094,48852,0,0,7/8/2023,Columbia Bay,3,18,3.5,ADFG WEB,10/2/2023,2023,NULL,0,NULL,,
271c0e19-ae5c-4441-8bd6-8cd037c90b0a,264571,0,0,7/26/2023,Picket point,2,12,3,ADFG WEB,7/26/2023,2023,NULL,0,NULL,,
5cc582bc-52fe-4b78-89ff-2c0efdc8bf95,307771,0,0,6/18/2023,Blackstone Bay,2,16,3,ADFG WEB,9/17/2023,2023,NULL,0,NULL,,
88427f80-7211-4259-906d-d1a568c18d02,319134,0,0,6/19/2023,"Port of Valdez, Mineral Ck",2,12,0.5,ADFG WEB,9/30/2023,2023,NULL,0,NULL,,
32ac32c2-5c4b-42d6-a367-8689fb046a6c,305562,0,0,9/3/2023,South of Alyeska terminal,2,12,1,ADFG WEB,9/27/2023,2023,NULL,0,NULL,,
18342588-33d4-483c-85cc-859d04f60b74,296944,0,0,8/22/2023,Blackstone Bay,2,4,1,ADFG WEB,9/18/2023,2023,NULL,0,NULL,,
04e37a53-496b-4cf4-9829-91620e791bf2,228134,0,0,5/26/2023,Valdez Narrows,2,12,1,ADFG WEB,8/20/2023,2023,NULL,0,NULL,,
dcd1e051-c011-4674-b35c-93d901d99edc,256189,0,0,6/23/2023,Inakwik Inlet,3,23,2.5,ADFG WEB,10/6/2023,2023,NULL,0,NULL,,
c88b07dc-cb82-436d-ad39-05dd7358c456,220298,0,0,5/27/2023,college fjord,1,20,0.25,ADFG WEB,9/17/2023,2023,NULL,0,NULL,,
73137b4e-c31e-474a-95e2-ff63599b0a79,204926,1,0,7/3/2023,Nellie Juan,3,4,0,ADFG WEB,8/30/2023,2023,NULL,0,NULL,,
843fff10-e4be-48cc-b736-517a47b3ac36,6471,0,0,6/6/2023,Drier Bay,2,18,1,ADFG WEB,9/19/2023,2023,NULL,0,NULL,,
2050bde3-45e9-4a19-8143-2ecddd8e3ee1,310017,0,0,8/3/2023,Pigot Bay,2,13,1,ADFG WEB,10/10/2023,2023,NULL,0,NULL,,
4f93024e-7819-425d-900b-542f92755377,84897,1,0,4/21/2023,Black stone bay,2,3,0,ADFG WEB,9/25/2023,2023,NULL,0,NULL,,
c454905b-ede2-4432-979c-ceecaa28f1a9,110999,0,0,5/14/2023,Cochrane Bay,2,7,0.25,ADFG WEB,9/25/2023,2023,NULL,0,NULL,,
6e04e998-2874-4312-b96d-f172341b58d5,371898,0,0,7/26/2023,Columbia Bay,3,7,3.5,ADFG WEB,8/24/2023,2023,NULL,0,NULL,,
af75ea3c-b1f4-481d-84f8-7dc0569ae513,66725,0,0,4/16/2023,Blackstone,2,12,0.25,ADFG WEB,10/8/2023,2023,NULL,0,NULL,,
a58acce1-60be-4625-a540-c14f59115254,239925,0,0,6/10/2023,Culross Island,2,24,3,ADFG WEB,9/27/2023,2023,NULL,0,NULL,,
de36d054-e686-428a-972f-16978d480d74,76398,0,0,4/20/2023,Unakwik Inlet,3,3,1,ADFG WEB,4/20/2023,2023,NULL,0,NULL,,
3a016925-9166-4f02-b95b-0130ed182944,128316,0,0,7/21/2023,Eaglek,3,24,0.5,ADFG WEB,9/27/2023,2023,NULL,0,NULL,,
996c73ab-9064-4c46-ad31-5f8d9e5471a0,236652,0,0,8/9/2023,Eshamy Bay,3,48,0.25,ADFG WEB,9/25/2023,2023,NULL,0,NULL,,
fb83323c-eed8-4df8-9a52-3c5eec37f4e0,110099,0,0,5/17/2023,Sawmill Bay,2,12,1,ADFG WEB,8/7/2023,2023,NULL,0,NULL,,
35f15f99-33f5-4ccf-b872-ee21d94dd882,38734,0,0,7/16/2023,Heather Bay,2,7,0.5,ADFG WEB,8/28/2023,2023,NULL,0,NULL,,
a48a0f02-c9cf-423b-b44c-6990724ac7c8,342452,0,0,7/16/2023,Cochran Bay,2,14,2,ADFG WEB,9/13/2023,2023,NULL,0,NULL,,
3f4c59a0-26a0-4d26-b344-71686dda9efa,22035,0,0,7/22/2023,McClure Bay,3,22,4,ADFG WEB,9/12/2023,2023,NULL,0,NULL,,
5e202a74-a8fc-4235-9f04-8e1ddbabfd64,10862,0,0,5/10/2023,King's Bay,3,12,1.5,ADFG WEB,9/18/2023,2023,NULL,0,NULL,,
4b017a9a-572c-4a8b-9a43-dded5e95bbc7,361207,1,0,7/8/2023,Perry Island,2,4,0,ADFG WEB,7/20/2023,2023,NULL,0,NULL,,
fd98f30c-9557-4805-872a-545258bcec64,236270,0,0,7/15/2023,Passage canal,2,8,2,ADFG WEB,10/11/2023,2023,NULL,0,NULL,,
b45f9dbe-0a53-437c-8ab7-300cd01fd551,168825,0,0,5/5/2023,Outside Hidden Bay,1,3,0.25,ADFG WEB,5/24/2023,2023,NULL,0,NULL,,
5c93322a-a9be-431b-8f41-72269a2d835c,368325,0,0,7/8/2023,Long Bay,3,20,0.5,ADFG WEB,9/15/2023,2023,NULL,0,NULL,,
1880fc89-08fc-49d5-bfb8-683bf8167fc0,58316,0,0,8/23/2023,"Mummy bay, knight island",2,24,1,ADFG WEB,9/25/2023,2023,NULL,0,NULL,,
5f95bc8f-5d13-44a9-b848-19bef75cd508,19753,0,0,6/23/2023,Columbia Bay,3,12,0.2,ADFG WEB,9/16/2023,2023,NULL,0,NULL,,
5cbc1d37-3f49-4704-b793-2f231984d5e9,182962,0,0,5/24/2023,Mc clue bay,2,6,2,ADFG WEB,9/18/2023,2023,NULL,0,NULL,,
f82b5c89-cfb8-4650-98cf-fb0d76c5d061,230407,0,0,6/20/2023,Wells,3,10,2,ADFG WEB,9/7/2023,2023,NULL,0,NULL,,
fc9ed1da-414b-4e06-99e3-7e60f48fcc36,270207,0,0,6/8/2023,Port Wells,4,6,2,ADFG WEB,10/1/2023,2023,NULL,0,NULL,,
a3995944-1a5e-4a7c-8d02-6fea862f5723,332589,1,0,7/31/2023,"Galena Bay, AK",1,18,0,ADFG WEB,8/12/2023,2023,NULL,0,NULL,,
188852e6-9a22-4034-8b77-48897bdfaafd,264189,0,0,8/21/2023,Blackstone Bay,2,9,4,ADFG WEB,10/15/2023,2023,NULL,1,NULL,,
d0d5c475-ba05-4d05-931c-ba473d8b8cae,257807,0,0,6/22/2023,Deepwater Bay,2,12,1.7,ADFG WEB,7/20/2023,2023,NULL,0,NULL,,
0a9c79e1-921e-454f-95fc-422ebd78c175,211017,0,0,8/11/2023,Blackstone Bay,2,18,1,ADFG WEB,10/13/2023,2023,NULL,0,NULL,,
f2ad741c-40e4-4381-ae69-98d0f9fbd448,238288,0,0,5/28/2023,Wells,3,72,11,ADFG WEB,10/30/2023,2023,NULL,1,NULL,,
a1a54404-2266-4890-8449-8223e87a199c,216962,0,0,5/25/2023,Passage Canal,2,72,1.5,ADFG WEB,9/19/2023,2023,NULL,0,NULL,,
02ab33fa-e758-488d-8698-21ccf383f574,268452,0,0,8/19/2023,Port Nellie Juan,2,5,0.25,ADFG WEB,9/26/2023,2023,NULL,0,NULL,,
8c64b73b-c805-4d57-8c70-0b3252a5d4b5,30662,0,0,5/6/2023,Simpson bay,3,24,1,ADFG WEB,7/29/2023,2023,NULL,0,NULL,,
562155bd-caa7-4f32-bfc4-5e768b05b014,56598,0,0,4/16/2023,Cochrane,2,24,4,ADFG WEB,9/30/2023,2023,NULL,0,NULL,,
8f414d53-3f8b-4797-a9b8-8966b9fb9c78,53852,0,0,8/1/2023,Culross Passage,2,24,2,ADFG WEB,9/30/2023,2023,NULL,0,NULL,,
